company_id,name,industry,headquarters,official_domain,founded_year,trust_status,trust_score,employee_count,report_count,notes
212,Brightwater Labs,Construction,"London, England, GB",brightwaterlabs.com,2008,verified,71,25,0,Registered business with verifiable domain and presence.
213,Apex Manufacturing,Marketing and Advertising,"San Francisco, CA, US",apexmanufacturing.com,2018,verified,81,300,0,Registered business with verifiable domain and presence.
214,Silverline Group,Real Estate,"San Francisco, CA, US",silverlinegroup.com,1989,verified,90,25,0,Registered business with verifiable domain and presence.
215,Clearwater Holdings,Real Estate,"Atlanta, GA, US",clearwaterholdings.com,2018,verified,92,10,0,Registered business with verifiable domain and presence.
216,Eastview Industries,Information Technology and Services,"Manchester, England, GB",eastviewindustries.com,2020,verified,91,25,0,Registered business with verifiable domain and presence.
217,Westgate Partners,Education Management,"Seattle, WA, US",westgatepartners.com,1989,verified,79,800,0,Registered business with verifiable domain and presence.
218,Westgate Networks,Computer Software,"Bangalore, KA, IN",westgatenetworks.com,2013,verified,75,25,0,Registered business with verifiable domain and presence.
219,Bluepeak Healthcare,Hospital & Health Care,"Toronto, ON, CA",bluepeakhealthcare.com,1987,verified,73,50,0,Registered business with verifiable domain and presence.
220,Oakmont Labs,Human Resources,"Mumbai, MH, IN",oakmontlabs.com,2018,verified,78,50,0,Registered business with verifiable domain and presence.
221,Clearwater Systems,Computer Software,"Sydney, NSW, AU",clearwatersystems.com,2017,verified,70,25,0,Registered business with verifiable domain and presence.
222,Stonefield Logistics,Financial Services,"Boston, MA, US",stonefieldlogistics.com,2014,verified,90,800,0,Registered business with verifiable domain and presence.
223,Ironwood Systems,Construction,"Boston, MA, US",ironwoodsystems.com,2000,verified,82,1500,0,Registered business with verifiable domain and presence.
224,Sterling Systems,Construction,"Manchester, England, GB",sterlingsystems.com,1989,verified,88,25,0,Registered business with verifiable domain and presence.
225,Crestview Solutions,Information Technology and Services,"San Francisco, CA, US",crestviewsolutions.com,1991,verified,89,25,0,Registered business with verifiable domain and presence.
226,Cascade Group,Telecommunications,"Seattle, WA, US",cascadegroup.com,2020,verified,92,50,0,Registered business with verifiable domain and presence.
227,Silverline Solutions,Insurance,"San Francisco, CA, US",silverlinesolutions.com,1987,verified,72,1500,0,Registered business with verifiable domain and presence.
228,Atlas Manufacturing,Hospital & Health Care,"Pune, MH, IN",atlasmanufacturing.com,2019,verified,91,10,0,Registered business with verifiable domain and presence.
229,Pacific Crest Media,Computer Software,"Chicago, IL, US",pacificcrestmedia.com,1998,verified,76,10,0,Registered business with verifiable domain and presence.
230,Northbridge Solutions,Manufacturing,"Sydney, NSW, AU",northbridgesolutions.com,1990,verified,96,1500,0,Registered business with verifiable domain and presence.
231,Clearwater Financial,Real Estate,"San Francisco, CA, US",clearwaterfinancial.com,1993,verified,73,1500,0,Registered business with verifiable domain and presence.
232,Eastview Systems,Marketing and Advertising,"Boston, MA, US",eastviewsystems.com,2006,verified,83,50,0,Registered business with verifiable domain and presence.
233,Eastview Manufacturing,Retail,"Mumbai, MH, IN",eastviewmanufacturing.com,2017,verified,85,1500,0,Registered business with verifiable domain and presence.
234,Brightwater Technologies,Telecommunications,"Denver, CO, US",brightwatertechnologies.com,1986,verified,83,300,0,Registered business with verifiable domain and presence.
235,Meridian Consulting,Logistics and Supply Chain,"Pune, MH, IN",meridianconsulting.com,2003,verified,75,120,0,Registered business with verifiable domain and presence.
236,Cascade Capital,Marketing and Advertising,"Manchester, England, GB",cascadecapital.com,1995,verified,79,1500,0,Registered business with verifiable domain and presence.
237,Meridian Logistics,Real Estate,"Austin, TX, US",meridianlogistics.com,1992,verified,90,1500,0,Registered business with verifiable domain and presence.
238,Summit Analytics,Telecommunications,"Bangalore, KA, IN",summitanalytics.com,2020,verified,95,10,0,Registered business with verifiable domain and presence.
239,Clearwater Retail Co.,Retail,"San Francisco, CA, US",clearwaterretailco.com,2010,verified,82,800,0,Registered business with verifiable domain and presence.
240,Summit Labs,Human Resources,"New York, NY, US",summitlabs.com,2008,verified,76,50,0,Registered business with verifiable domain and presence.
241,Stonefield Labs,Hospital & Health Care,"Pune, MH, IN",stonefieldlabs.com,1993,verified,85,120,0,Registered business with verifiable domain and presence.
242,Horizon Networks,Financial Services,"London, England, GB",horizonnetworks.com,1987,verified,81,300,0,Registered business with verifiable domain and presence.
243,Ironwood Capital,Financial Services,"Pune, MH, IN",ironwoodcapital.com,2013,verified,91,300,0,Registered business with verifiable domain and presence.
244,Brookstone Retail Co.,Financial Services,"Atlanta, GA, US",brookstoneretailco.com,2013,verified,92,1500,0,Registered business with verifiable domain and presence.
245,Horizon Capital,Hospital & Health Care,"Seattle, WA, US",horizoncapital.com,2004,verified,94,800,0,Registered business with verifiable domain and presence.
246,Granite Group,Insurance,"Austin, TX, US",granitegroup.com,2000,verified,93,50,0,Registered business with verifiable domain and presence.
247,Stonefield Industries,Financial Services,"Toronto, ON, CA",stonefieldindustries.com,1991,verified,76,120,0,Registered business with verifiable domain and presence.
248,Crestview Group,Telecommunications,"Seattle, WA, US",crestviewgroup.com,2004,verified,83,50,0,Registered business with verifiable domain and presence.
249,Meridian Industries,Human Resources,"Sydney, NSW, AU",meridianindustries.com,1991,verified,78,25,0,Registered business with verifiable domain and presence.
250,Pinecrest Networks,Information Technology and Services,"New York, NY, US",pinecrestnetworks.com,2010,verified,95,120,0,Registered business with verifiable domain and presence.
251,Silverline Logistics,Education Management,"Toronto, ON, CA",silverlinelogistics.com,2003,verified,84,10,0,Registered business with verifiable domain and presence.
252,Brookstone Logistics,Human Resources,"Austin, TX, US",brookstonelogistics.com,1992,verified,84,120,0,Registered business with verifiable domain and presence.
253,Ironwood Healthcare,Human Resources,"Bangalore, KA, IN",ironwoodhealthcare.com,1991,verified,83,25,0,Registered business with verifiable domain and presence.
254,Westgate Analytics,Real Estate,"New York, NY, US",westgateanalytics.com,2011,verified,86,800,0,Registered business with verifiable domain and presence.
255,Oakmont Partners,Human Resources,"Boston, MA, US",oakmontpartners.com,1985,verified,82,1500,0,Registered business with verifiable domain and presence.
256,Silverline Systems,Education Management,"Boston, MA, US",silverlinesystems.com,1991,verified,88,120,0,Registered business with verifiable domain and presence.
257,Fairview Systems,Insurance,"Atlanta, GA, US",fairviewsystems.com,2017,verified,70,800,0,Registered business with verifiable domain and presence.
258,Sterling Manufacturing,Education Management,"Boston, MA, US",sterlingmanufacturing.com,2011,verified,93,120,0,Registered business with verifiable domain and presence.
259,Cascade Solutions,Marketing and Advertising,"Seattle, WA, US",cascadesolutions.com,2009,verified,82,10,0,Registered business with verifiable domain and presence.
260,Oakmont Manufacturing,Logistics and Supply Chain,"Seattle, WA, US",oakmontmanufacturing.com,1991,verified,77,50,0,Registered business with verifiable domain and presence.
261,Brookstone Media,Education Management,"Chicago, IL, US",brookstonemedia.com,2010,verified,84,25,0,Registered business with verifiable domain and presence.
262,Fairview Logistics,Manufacturing,"Austin, TX, US",fairviewlogistics.com,2007,verified,91,800,0,Registered business with verifiable domain and presence.
263,Granite Labs,Real Estate,"Seattle, WA, US",granitelabs.com,2020,verified,90,25,0,Registered business with verifiable domain and presence.
264,Eastview Analytics,Retail,"Mumbai, MH, IN",eastviewanalytics.com,1999,verified,78,800,0,Registered business with verifiable domain and presence.
265,Crestview Financial,Manufacturing,"Denver, CO, US",crestviewfinancial.com,1988,verified,72,1500,0,Registered business with verifiable domain and presence.
266,Atlas Retail Co.,Telecommunications,"Austin, TX, US",atlasretailco.com,2018,verified,96,50,0,Registered business with verifiable domain and presence.
267,Brightwater Healthcare,Logistics and Supply Chain,"San Francisco, CA, US",brightwaterhealthcare.com,1994,verified,77,25,0,Registered business with verifiable domain and presence.
268,Eastview Networks,Marketing and Advertising,"Mumbai, MH, IN",eastviewnetworks.com,2006,verified,79,50,0,Registered business with verifiable domain and presence.
269,Sterling Holdings,Financial Services,"Manchester, England, GB",sterlingholdings.com,1990,verified,91,300,0,Registered business with verifiable domain and presence.
270,Sterling Financial,Hospital & Health Care,"Atlanta, GA, US",sterlingfinancial.com,1998,verified,86,10,0,Registered business with verifiable domain and presence.
271,Brookstone Networks,Human Resources,"Sydney, NSW, AU",brookstonenetworks.com,1992,verified,87,10,0,Registered business with verifiable domain and presence.
272,Fairview Solutions,Real Estate,"Atlanta, GA, US",fairviewsolutions.com,1994,verified,92,120,0,Registered business with verifiable domain and presence.
273,Northbridge Retail Co.,Manufacturing,"Manchester, England, GB",northbridgeretailco.com,1985,verified,96,25,0,Registered business with verifiable domain and presence.
274,Eastview Group,Information Technology and Services,"Chicago, IL, US",eastviewgroup.com,2011,verified,90,25,0,Registered business with verifiable domain and presence.
275,Ironwood Industries,Manufacturing,"Toronto, ON, CA",ironwoodindustries.com,2008,verified,80,120,0,Registered business with verifiable domain and presence.
276,Brightwater Manufacturing,Manufacturing,"Atlanta, GA, US",brightwatermanufacturing.com,2010,verified,80,300,0,Registered business with verifiable domain and presence.
277,Clearwater Consulting,Telecommunications,"New York, NY, US",clearwaterconsulting.com,2010,verified,93,300,0,Registered business with verifiable domain and presence.
278,Pinecrest Holdings,Logistics and Supply Chain,"New York, NY, US",pinecrestholdings.com,2010,verified,79,10,0,Registered business with verifiable domain and presence.
279,Apex Solutions,Hospital & Health Care,"Pune, MH, IN",apexsolutions.com,2015,verified,89,1500,0,Registered business with verifiable domain and presence.
280,Vantage Group,Human Resources,"Toronto, ON, CA",vantagegroup.com,1990,verified,76,10,0,Registered business with verifiable domain and presence.
281,Oakmont Networks,Human Resources,"Mumbai, MH, IN",oakmontnetworks.com,1996,verified,73,800,0,Registered business with verifiable domain and presence.
282,Lakeside Solutions,Construction,"Mumbai, MH, IN",lakesidesolutions.com,1991,verified,90,10,0,Registered business with verifiable domain and presence.
283,Pacific Crest Financial,Financial Services,"Denver, CO, US",pacificcrestfinancial.com,1987,verified,80,10,0,Registered business with verifiable domain and presence.
284,Bluepeak Labs,Logistics and Supply Chain,"Bangalore, KA, IN",bluepeaklabs.com,2010,verified,84,10,0,Registered business with verifiable domain and presence.
285,Westgate Holdings,Computer Software,"San Francisco, CA, US",westgateholdings.com,2015,verified,76,25,0,Registered business with verifiable domain and presence.
286,Apex Healthcare,Insurance,"Manchester, England, GB",apexhealthcare.com,2000,verified,84,800,0,Registered business with verifiable domain and presence.
287,Brookstone Partners,Information Technology and Services,"Boston, MA, US",brookstonepartners.com,1994,verified,93,1500,0,Registered business with verifiable domain and presence.
288,Summit Financial,Human Resources,"London, England, GB",summitfinancial.com,2016,verified,84,800,0,Registered business with verifiable domain and presence.
289,Lakeside Analytics,Logistics and Supply Chain,"New York, NY, US",lakesideanalytics.com,2005,verified,81,300,0,Registered business with verifiable domain and presence.
290,Bluepeak Manufacturing,Human Resources,"Austin, TX, US",bluepeakmanufacturing.com,2011,verified,85,120,0,Registered business with verifiable domain and presence.
291,Vantage Financial,Logistics and Supply Chain,"Denver, CO, US",vantagefinancial.com,2000,verified,82,120,0,Registered business with verifiable domain and presence.
292,Oakmont Media,Logistics and Supply Chain,"Mumbai, MH, IN",oakmontmedia.com,1999,verified,95,120,0,Registered business with verifiable domain and presence.
293,Atlas Solutions,Marketing and Advertising,"Pune, MH, IN",atlassolutions.com,1994,verified,95,1500,0,Registered business with verifiable domain and presence.
294,Atlas Group,Marketing and Advertising,"Pune, MH, IN",atlasgroup.com,2020,verified,91,1500,0,Registered business with verifiable domain and presence.
295,Northbridge Media,Real Estate,"Bangalore, KA, IN",northbridgemedia.com,1998,verified,78,300,0,Registered business with verifiable domain and presence.
296,Eastview Technologies,Telecommunications,"Denver, CO, US",eastviewtechnologies.com,2014,verified,87,10,0,Registered business with verifiable domain and presence.
297,Fairview Manufacturing,Telecommunications,"San Francisco, CA, US",fairviewmanufacturing.com,1999,verified,82,300,0,Registered business with verifiable domain and presence.
298,Glenmark Healthcare,Manufacturing,"London, England, GB",glenmarkhealthcare.com,2005,verified,85,300,0,Registered business with verifiable domain and presence.
299,Atlas Systems,Hospital & Health Care,"Chicago, IL, US",atlassystems.com,1997,verified,72,25,0,Registered business with verifiable domain and presence.
300,Glenmark Group,Hospital & Health Care,"New York, NY, US",glenmarkgroup.com,2016,verified,81,1500,0,Registered business with verifiable domain and presence.
301,Bluepeak Solutions,Hospital & Health Care,"Pune, MH, IN",bluepeaksolutions.com,2016,verified,88,300,0,Registered business with verifiable domain and presence.
302,Meridian Healthcare,Telecommunications,"Seattle, WA, US",meridianhealthcare.com,2012,verified,73,120,0,Registered business with verifiable domain and presence.
303,Cascade Networks,Real Estate,"Pune, MH, IN",cascadenetworks.com,1989,verified,89,800,0,Registered business with verifiable domain and presence.
304,Pinecrest Industries,Insurance,"San Francisco, CA, US",pinecrestindustries.com,2001,verified,80,300,0,Registered business with verifiable domain and presence.
305,Horizon Consulting,Human Resources,"London, England, GB",horizonconsulting.com,2010,verified,75,120,0,Registered business with verifiable domain and presence.
306,Pacific Crest Partners,Retail,"Chicago, IL, US",pacificcrestpartners.com,1999,verified,75,10,0,Registered business with verifiable domain and presence.
307,Northbridge Healthcare,Telecommunications,"London, England, GB",northbridgehealthcare.com,2015,verified,71,10,0,Registered business with verifiable domain and presence.
308,Lakeside Networks,Hospital & Health Care,"Mumbai, MH, IN",lakesidenetworks.com,1994,verified,91,10,0,Registered business with verifiable domain and presence.
309,Harborview Systems,Telecommunications,"New York, NY, US",harborviewsystems.com,1995,verified,96,25,0,Registered business with verifiable domain and presence.
310,Granite Logistics,Real Estate,"San Francisco, CA, US",granitelogistics.com,2008,verified,74,50,0,Registered business with verifiable domain and presence.
311,Horizon Solutions,Financial Services,"Bangalore, KA, IN",horizonsolutions.com,2013,verified,87,25,0,Registered business with verifiable domain and presence.
312,Bluepeak Group,Education Management,"New York, NY, US",bluepeakgroup.com,1998,verified,87,120,0,Registered business with verifiable domain and presence.
313,Granite Financial,Computer Software,"Seattle, WA, US",granitefinancial.com,1997,verified,81,120,0,Registered business with verifiable domain and presence.
314,Harborview Technologies,Telecommunications,"Pune, MH, IN",harborviewtechnologies.com,2018,verified,79,25,0,Registered business with verifiable domain and presence.
315,Atlas Partners,Financial Services,"Pune, MH, IN",atlaspartners.com,1996,verified,86,1500,0,Registered business with verifiable domain and presence.
316,Horizon Partners,Hospital & Health Care,"Manchester, England, GB",horizonpartners.com,1990,verified,96,10,0,Registered business with verifiable domain and presence.
317,Global Hire Express,Staffing and Recruiting,Unverified / Remote,,2022,flagged,16,5,279,Multiple community fraud reports; no verifiable corporate registration found.
318,QuickJobs International,Staffing and Recruiting,Unverified / Remote,,2022,flagged,8,2,380,Multiple community fraud reports; no verifiable corporate registration found.
319,WorkFromHome Solutions LLC,Staffing and Recruiting,Unverified / Remote,,2023,flagged,15,5,310,Multiple community fraud reports; no verifiable corporate registration found.
320,Premier Remote Staffing,Staffing and Recruiting,Unverified / Remote,,2022,flagged,14,0,389,Multiple community fraud reports; no verifiable corporate registration found.
321,FastTrack Employment Group,Staffing and Recruiting,Unverified / Remote,,2025,flagged,19,0,286,Multiple community fraud reports; no verifiable corporate registration found.
322,EasyHire Worldwide,Staffing and Recruiting,Unverified / Remote,,2026,flagged,9,0,139,Multiple community fraud reports; no verifiable corporate registration found.
323,Remote Talent Connect,Staffing and Recruiting,Unverified / Remote,,2022,flagged,12,1,100,Multiple community fraud reports; no verifiable corporate registration found.
324,Global Career Network,Staffing and Recruiting,Unverified / Remote,,2022,flagged,14,2,299,Multiple community fraud reports; no verifiable corporate registration found.
325,PayDay Staffing Co.,Staffing and Recruiting,Unverified / Remote,,2022,flagged,5,0,372,Multiple community fraud reports; no verifiable corporate registration found.
326,Instant Hire Agency,Staffing and Recruiting,Unverified / Remote,,2023,flagged,13,0,443,Multiple community fraud reports; no verifiable corporate registration found.
327,WorldWide Remote Jobs,Staffing and Recruiting,Unverified / Remote,,2026,flagged,25,5,282,Multiple community fraud reports; no verifiable corporate registration found.
328,TalentBridge Express,Staffing and Recruiting,Unverified / Remote,,2023,flagged,27,5,67,Multiple community fraud reports; no verifiable corporate registration found.
329,Global Talent Solutions Inc.,Staffing and Recruiting,Unverified / Remote,,2024,flagged,8,1,38,Multiple community fraud reports; no verifiable corporate registration found.
330,Staffing Today,Staffing and Recruiting,Unverified / Remote,,2024,flagged,8,5,267,Multiple community fraud reports; no verifiable corporate registration found.
331,HireFast Global,Staffing and Recruiting,Unverified / Remote,,2026,flagged,21,2,71,Multiple community fraud reports; no verifiable corporate registration found.
332,"JPMorgan Chase Bank, N.A.",Engineering,"Hyderabad, Telangana, India",,,verified,96,,0,Active employer on Indeed India (223 postings observed).
333,Genpact,Government,"Mumbai, Maharashtra, India",,,verified,96,,0,Active employer on Indeed India (80 postings observed).
334,Cognizant,Manufacturing,"Kolkata, West bengal, India",,,verified,96,,0,Active employer on Indeed India (75 postings observed).
335,Ernst & Young,Consultant,"Bangalore, Karnataka, India",,,verified,96,,0,Active employer on Indeed India (55 postings observed).
336,Lionbridge Technologies,Engineering,"Coimbatore, Tamil nadu, India",,,verified,96,,0,Active employer on Indeed India (52 postings observed).
337,ANI Calls India Private Limited,Manufacturing,"India, India",,,verified,96,,0,Active employer on Indeed India (42 postings observed).
338,skilora,Management,"Delhi, Delhi, India",,,verified,96,,0,Active employer on Indeed India (31 postings observed).
339,Standard Chartered,Admin,"Mumbai, Maharashtra, India",,,verified,96,,0,Active employer on Indeed India (29 postings observed).
340,Rexon-Proserv,Government,"Bhopal, Madhya pradesh, India",,,verified,96,,0,Active employer on Indeed India (28 postings observed).
341,Marg Hospitality,Restaurant,"Mumbai, Maharashtra, India",,,verified,96,,0,Active employer on Indeed India (28 postings observed).
342,MSR India,Advertising,"Neral, Maharashtra, India",,,verified,96,,0,Active employer on Indeed India (27 postings observed).
343,Citi,IT,"Kolkata, West bengal, India",,,verified,96,,0,Active employer on Indeed India (26 postings observed).
344,Brand Provoke Consultants,IT,"Hyderabad, Telangana, India",,,verified,96,,0,Active employer on Indeed India (26 postings observed).
345,Reliance Jio Infocomm Limited,Management,"Bangalore, Karnataka, India",,,verified,96,,0,Active employer on Indeed India (24 postings observed).
346,"Marriott International, Inc",Security,"India, India",,,verified,96,,0,Active employer on Indeed India (24 postings observed).
347,Vodafone,Sales,"Hyderabad, Telangana, India",,,verified,96,,0,Active employer on Indeed India (23 postings observed).
348,EY,Admin,"Bangalore, Karnataka, India",,,verified,96,,0,Active employer on Indeed India (23 postings observed).
349,HEADSTART GLOBAL,Consultant,"Mumbai, Maharashtra, India",,,verified,96,,0,Active employer on Indeed India (23 postings observed).
350,NTT DATA Services,IT,"Gurgaon, Haryana, India",,,verified,96,,0,Active employer on Indeed India (21 postings observed).
351,IM Solutions,Publishing,"Thiruvananthapuram, Kerala, India",,,verified,96,,0,Active employer on Indeed India (18 postings observed).
352,Inspire Global Solutions,Human Resources,"India, India",,,verified,95,,0,Active employer on Indeed India (17 postings observed).
353,Fox Media Hub,Publishing,"Vandalur, Tamil nadu, India",,,verified,94,,0,Active employer on Indeed India (16 postings observed).
354,PwC,Manufacturing,"Pune, Maharashtra, India",,,verified,94,,0,Active employer on Indeed India (16 postings observed).
355,UST Global Singapore Pte Limited,IT,"Pune, Maharashtra, India",,,verified,94,,0,Active employer on Indeed India (16 postings observed).
356,ITIPS ADVISORY,Human Resources,"Noida, Uttar pradesh, India",,,verified,94,,0,Active employer on Indeed India (16 postings observed).
357,Barclays,Engineering,"India, India",,,verified,93,,0,Active employer on Indeed India (15 postings observed).
358,Solitaire Infotech Solution,Hospitality,"India, India",,,verified,93,,0,Active employer on Indeed India (15 postings observed).
359,Virtusa,Engineering,"Gurgaon, Haryana, India",,,verified,93,,0,Active employer on Indeed India (15 postings observed).
360,Yashus Digital Marketing,Marketing,"Madambakkam, Tamil nadu, India",,,verified,93,,0,Active employer on Indeed India (15 postings observed).
361,AJ Career,Management,"Vasai, Maharashtra, India",,,verified,92,,0,Active employer on Indeed India (14 postings observed).
362,Yes Bank,Management,"Hyderabad, Telangana, India",,,verified,92,,0,Active employer on Indeed India (14 postings observed).
363,Confer Global,Bank,"Pune, Maharashtra, India",,,verified,92,,0,Active employer on Indeed India (14 postings observed).
364,NTT DATA Global Delivery Services Limited,Consultant,"Mumbai, Maharashtra, India",,,verified,92,,0,Active employer on Indeed India (14 postings observed).
365,Wells Fargo,Engineering,"Bangalore, Karnataka, India",,,verified,92,,0,Active employer on Indeed India (14 postings observed).
366,Matrix Weighing Systems,Facilities,"Goa, Goa, India",,,verified,91,,0,Active employer on Indeed India (13 postings observed).
367,Hewlett Packard Enterprise,Construction,"Multi, West bengal, India",,,verified,91,,0,Active employer on Indeed India (13 postings observed).
368,Bhartia Management Consultancy,Admin,"Haora, West bengal, India",,,verified,90,,0,Active employer on Indeed India (12 postings observed).
369,Dell Technologies,IT,"Gurgaon, Haryana, India",,,verified,90,,0,Active employer on Indeed India (12 postings observed).
370,DXC,Finance,"Pune, Maharashtra, India",,,verified,90,,0,Active employer on Indeed India (12 postings observed).
371,State Street,Bank,"Gurgaon, Haryana, India",,,verified,90,,0,Active employer on Indeed India (12 postings observed).
372,DXC Technology India,Engineering,"Bangalore, Karnataka, India",,,verified,89,,0,Active employer on Indeed India (11 postings observed).
373,State Street Corporation,Construction,"Pune, Maharashtra, India",,,verified,89,,0,Active employer on Indeed India (11 postings observed).
374,Siemens Technology and Services Private Limited,IT,"Mumbai, Maharashtra, India",,,verified,89,,0,Active employer on Indeed India (11 postings observed).
375,Ericsson,Engineering,"Hyderabad, Telangana, India",,,verified,89,,0,Active employer on Indeed India (11 postings observed).
376,CIEL HR Services,Hospitality,"Ahmedabad, Gujarat, India",,,verified,89,,0,Active employer on Indeed India (11 postings observed).
377,HDFC Bank,Manufacturing,"Gurgaon, Haryana, India",,,verified,89,,0,Active employer on Indeed India (11 postings observed).
378,Credit Suisse,Management,"Bangalore, Karnataka, India",,,verified,89,,0,Active employer on Indeed India (11 postings observed).
379,General Electric,Management,"Delhi, Delhi, India",,,verified,89,,0,Active employer on Indeed India (11 postings observed).
380,Wipro Limited,Manufacturing,"Hyderabad, Telangana, India",,,verified,89,,0,Active employer on Indeed India (11 postings observed).
381,iTool Solutions,IT,"Coimbatore, Tamil nadu, India",,,verified,88,,0,Active employer on Indeed India (10 postings observed).
382,D Source,IT,"Bangalore, Karnataka, India",,,verified,88,,0,Active employer on Indeed India (10 postings observed).
383,Coforge,IT,"Delhi, Delhi, India",,,verified,88,,0,Active employer on Indeed India (10 postings observed).
384,Honeywell,Customer Service,"Ramesh Nagar, Karnataka, India",,,verified,88,,0,Active employer on Indeed India (10 postings observed).
385,Tata Communications,IT,"Pune, Maharashtra, India",,,verified,88,,0,Active employer on Indeed India (10 postings observed).
386,Manoj Kumar Sahoo (Proprietor of Corporate Resources),Manufacturing,"Hyderabad, Telangana, India",,,verified,88,,0,Active employer on Indeed India (10 postings observed).
387,Epsilon India,Management,"Pune, Maharashtra, India",,,verified,87,,0,Active employer on Indeed India (9 postings observed).
388,Micron,Engineering,"Bangalore, Karnataka, India",,,verified,87,,0,Active employer on Indeed India (9 postings observed).
389,Deutsche Bank,Bank,"Mumbai, Maharashtra, India",,,verified,87,,0,Active employer on Indeed India (9 postings observed).
390,(Proprietor Of Birla Technology),Human Resources,"Thane, Maharashtra, India",,,verified,87,,0,Active employer on Indeed India (9 postings observed).
391,Morgan Stanley,Telecommunication,"Pollachi, Tamil nadu, India",,,verified,87,,0,Active employer on Indeed India (9 postings observed).
392,Minda Solution Tech Mark,Arts,"Nashik, Maharashtra, India",,,verified,87,,0,Active employer on Indeed India (9 postings observed).
393,bajajallianz,Management,"New delhi, Delhi, India",,,verified,87,,0,Active employer on Indeed India (9 postings observed).
394,C2L Biz,IT,"Chennai, Tamil nadu, India",,,verified,87,,0,Active employer on Indeed India (9 postings observed).
395,Fujitsu,Finance,"Trichur, Kerala, India",,,verified,87,,0,Active employer on Indeed India (9 postings observed).
396,ElasticRun,Management,"Pune, Maharashtra, India",,,verified,87,,0,Active employer on Indeed India (9 postings observed).
397,UnitedHealth Group,Engineering,"Bangalore, Karnataka, India",,,verified,87,,0,Active employer on Indeed India (9 postings observed).
398,Bank of America,Scientific,"Pune, Maharashtra, India",,,verified,87,,0,Active employer on Indeed India (9 postings observed).
399,amdocs,Engineering,"Pune, Maharashtra, India",,,verified,87,,0,Active employer on Indeed India (9 postings observed).
400,Riju Karan (Proprietor Of Toyota Climax India),Engineering,"Delhi, Delhi, India",,,verified,86,,0,Active employer on Indeed India (8 postings observed).
401,Global Kidz,Management,"India, India",,,verified,86,,0,Active employer on Indeed India (8 postings observed).
402,hdb financial services,Customer Service,"Hyderabad, Telangana, India",,,verified,86,,0,Active employer on Indeed India (8 postings observed).
403,Flexiventures Private Limited,Manufacturing,"Chennai, Tamil nadu, India",,,verified,86,,0,Active employer on Indeed India (8 postings observed).
404,ADCI - Karnataka,Training,"Chennai, Tamil nadu, India",,,verified,86,,0,Active employer on Indeed India (8 postings observed).
405,CAFSInfotech,IT,"Bangalore, Karnataka, India",,,verified,86,,0,Active employer on Indeed India (8 postings observed).
406,Lavya Associates,Manufacturing,"Sikar, Rajasthan, India",,,verified,86,,0,Active employer on Indeed India (8 postings observed).
407,Outpace Consulting Services,Fresher,"Gandhinagar, Gujarat, India",,,verified,86,,0,Active employer on Indeed India (8 postings observed).
408,Blue Yonder,Human Resources,"India, India",,,verified,85,,0,Active employer on Indeed India (7 postings observed).
409,Philips,Management,"Airoli, Maharashtra, India",,,verified,85,,0,Active employer on Indeed India (7 postings observed).
410,Infosys Limited,Consultant,"Delhi, Delhi, India",,,verified,85,,0,Active employer on Indeed India (7 postings observed).
411,CoreIP Legal Services,Legal,"Thiruvananthapuram, Kerala, India",,,verified,85,,0,Active employer on Indeed India (7 postings observed).
412,Learnship Networks GmbH,Electronics,"Bellandur, Karnataka, India",,,verified,85,,0,Active employer on Indeed India (7 postings observed).
413,WELLS FARGO BANK,Manufacturing,"Mumbai, Maharashtra, India",,,verified,85,,0,Active employer on Indeed India (7 postings observed).
414,Gartner,Management,"Chennai, Tamil nadu, India",,,verified,85,,0,Active employer on Indeed India (7 postings observed).
415,Infochola,Management,"Chennai, Tamil nadu, India",,,verified,85,,0,Active employer on Indeed India (7 postings observed).
416,Syngene,Healthcare,"India, India",,,verified,85,,0,Active employer on Indeed India (7 postings observed).
417,Genpact India Private Limited,Consultant,"Bangalore, Karnataka, India",,,verified,85,,0,Active employer on Indeed India (7 postings observed).
418,S&P Global,Engineering,"Oragadam, Tamil nadu, India",,,verified,84,,0,Active employer on Indeed India (6 postings observed).
419,Sanap & Associates,Marketing,"Ludhiana, Punjab, India",,,verified,84,,0,Active employer on Indeed India (6 postings observed).
420,Cerner Corporation,Logistics,"Hyderabad, Telangana, India",,,verified,84,,0,Active employer on Indeed India (6 postings observed).
421,Volvo Group,Real Estate,"Delhi, Delhi, India",,,verified,84,,0,Active employer on Indeed India (6 postings observed).
422,ABB,Manufacturing,"Pune, Maharashtra, India",,,verified,84,,0,Active employer on Indeed India (6 postings observed).
423,AI Engineer,Engineering,"Nagpur, Maharashtra, India",,,verified,84,,0,Active employer on Indeed India (6 postings observed).
424,Connecting 2 Work,Manufacturing,"Gujarat, Gujarat, India",,,verified,84,,0,Active employer on Indeed India (6 postings observed).
425,CNTC India Projects,Sales,"Bangalore, Karnataka, India",,,verified,84,,0,Active employer on Indeed India (6 postings observed).
426,Transasia,Scientific,"Jaipur, Rajasthan, India",,,verified,84,,0,Active employer on Indeed India (6 postings observed).
427,"CGI Group, Inc.",Engineering,"Bangalore, Karnataka, India",,,verified,84,,0,Active employer on Indeed India (6 postings observed).
428,Shakun Sharma (Proprietor Of FM Industry),Human Resources,"Pune, Maharashtra, India",,,verified,84,,0,Active employer on Indeed India (6 postings observed).
