job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
1362,Electrician,"Mumbai, MH, IN",Design,65000-95000,"We are Apex Logistics, a 20-person company headquartered in Mumbai, specializing in education management. Visit our official website for more on our mission, leadership team, and open positions.","Apex Logistics is hiring a Electrician to support our design team. The ideal candidate has relevant experience, strong communication skills, and a track record of meeting deadlines. You'll participate in regular team meetings, contribute to project planning, and help maintain our high standards of quality.",Prior experience in a similar role is a plus but not required for entry-level candidates. Must be authorized to work in the country of employment. Willingness to learn new tools and processes.,"Comprehensive benefits package including medical coverage, retirement plan, and paid parental leave.",0,1,1,Other,Not Applicable,Master's Degree,Education Management,Design,0
1319,Graphic Designer,"London, England, GB",Sales,45000-60000,"Founded in 2013, Crestview Healthcare is a leading provider of financial services solutions serving clients across London. Our team of 120 professionals is committed to innovation, quality, and long-term client partnerships.","As a Graphic Designer at Crestview Healthcare, you will play a key role in our sales department. We offer a structured onboarding process, mentorship from senior staff, and clear paths for career advancement within the company.",Relevant certification or degree required. Demonstrated experience working in a team environment. Must be able to pass a standard background check as part of our normal hiring process.,"Competitive salary, health benefits, flexible scheduling, and opportunities for internal promotion.",0,0,0,Other,Internship,High School or equivalent,Financial Services,Sales,0
2727,Social Media Manager,"Seattle, WA, US",Marketing,110000-125000,"Founded in 1992, Clearwater Networks is a leading provider of human resources solutions serving clients across Seattle. Our team of 120 professionals is committed to innovation, quality, and long-term client partnerships.","As a Social Media Manager at Clearwater Networks, you will play a key role in our marketing department. We offer a structured onboarding process, mentorship from senior staff, and clear paths for career advancement within the company.",Relevant certification or degree required. Demonstrated experience working in a team environment. Must be able to pass a standard background check as part of our normal hiring process.,"Competitive salary, health benefits, flexible scheduling, and opportunities for internal promotion.",0,1,0,Full-time,Associate,Master's Degree,Human Resources,Marketing,0
1694,SEO Specialist,Remote,Human Resources,65000-75000,"Redwood Solutions has been a trusted name in information technology and services since 1991. We pride ourselves on a collaborative culture, competitive benefits, and a strong commitment to employee growth and development.","We are looking for a SEO Specialist to join our growing team in Remote. You will work closely with cross-functional teams to deliver high-quality results. Responsibilities include managing day-to-day tasks related to human resources, collaborating with stakeholders, and contributing to ongoing process improvements. This is a temporary position reporting directly to the human resources lead.",Relevant certification or degree required. Demonstrated experience working in a team environment. Must be able to pass a standard background check as part of our normal hiring process.,"Competitive salary, health benefits, flexible scheduling, and opportunities for internal promotion.",1,1,0,Temporary,Not Applicable,Associate Degree,Information Technology and Services,Human Resources,0
1044,Operations Manager,"Pune, MH, IN",Human Resources,55000-85000,"Founded in 2007, Harborview Healthcare is a leading provider of telecommunications solutions serving clients across Pune. Our team of 800 professionals is committed to innovation, quality, and long-term client partnerships.","We are looking for a Operations Manager to join our growing team in Pune, MH, IN. You will work closely with cross-functional teams to deliver high-quality results. Responsibilities include managing day-to-day tasks related to human resources, collaborating with stakeholders, and contributing to ongoing process improvements. This is a part-time position reporting directly to the human resources lead.",Prior experience in a similar role is a plus but not required for entry-level candidates. Must be authorized to work in the country of employment. Willingness to learn new tools and processes.,"Health, dental, and vision insurance. 401(k) with company match. Paid time off and company holidays. Professional development budget.",0,1,0,Part-time,Internship,High School or equivalent,Telecommunications,Human Resources,0
2620,DevOps Engineer,"New York, NY, US",Design,90000-120000,"We are Fairview Solutions, a 2000-person company headquartered in New York, specializing in consumer services. Visit our official website for more on our mission, leadership team, and open positions.","Fairview Solutions is hiring a DevOps Engineer to support our design team. The ideal candidate has relevant experience, strong communication skills, and a track record of meeting deadlines. You'll participate in regular team meetings, contribute to project planning, and help maintain our high standards of quality.",Prior experience in a similar role is a plus but not required for entry-level candidates. Must be authorized to work in the country of employment. Willingness to learn new tools and processes.,"Health, dental, and vision insurance. 401(k) with company match. Paid time off and company holidays. Professional development budget.",0,0,0,Temporary,Mid-Senior level,High School or equivalent,Consumer Services,Design,0
1463,Retail Sales Associate,"Atlanta, GA, US",Other,65000-95000,"We are Oakmont Analytics, a 50-person company headquartered in Atlanta, specializing in education management. Visit our official website for more on our mission, leadership team, and open positions.","As a Retail Sales Associate at Oakmont Analytics, you will play a key role in our other department. We offer a structured onboarding process, mentorship from senior staff, and clear paths for career advancement within the company.",Relevant certification or degree required. Demonstrated experience working in a team environment. Must be able to pass a standard background check as part of our normal hiring process.,"Health, dental, and vision insurance. 401(k) with company match. Paid time off and company holidays. Professional development budget.",1,1,0,Other,Entry level,Unspecified,Education Management,Other,0
1191,Financial Analyst,"Sydney, NSW, AU",Other,90000-110000,"Founded in 2003, Westgate Logistics is a leading provider of marketing and advertising solutions serving clients across Sydney. Our team of 2000 professionals is committed to innovation, quality, and long-term client partnerships.","We are looking for a Financial Analyst to join our growing team in Sydney, NSW, AU. You will work closely with cross-functional teams to deliver high-quality results. Responsibilities include managing day-to-day tasks related to other, collaborating with stakeholders, and contributing to ongoing process improvements. This is a temporary position reporting directly to the other lead.",Bachelor's degree in a related field or equivalent practical experience. 2+ years of relevant experience preferred. Strong written and verbal communication skills. Proficiency with standard office software.,"Competitive salary, health benefits, flexible scheduling, and opportunities for internal promotion.",0,1,1,Temporary,Internship,Certification,Marketing and Advertising,Other,0
1977,Chef,"New York, NY, US",Accounting/Auditing,75000-95000,"We are Meridian Systems, a 800-person company headquartered in New York, specializing in logistics and supply chain. Visit our official website for more on our mission, leadership team, and open positions.","We are looking for a Chef to join our growing team in New York, NY, US. You will work closely with cross-functional teams to deliver high-quality results. Responsibilities include managing day-to-day tasks related to accounting/auditing, collaborating with stakeholders, and contributing to ongoing process improvements. This is a contract position reporting directly to the accounting/auditing lead.",Prior experience in a similar role is a plus but not required for entry-level candidates. Must be authorized to work in the country of employment. Willingness to learn new tools and processes.,"Health, dental, and vision insurance. 401(k) with company match. Paid time off and company holidays. Professional development budget.",0,0,1,Contract,Associate,High School or equivalent,Logistics and Supply Chain,Accounting/Auditing,0
508,Marketing Coordinator,"Chicago, IL, US",Administrative,45000-55000,"We are Westgate Capital, a 800-person company headquartered in Chicago, specializing in human resources. Visit our official website for more on our mission, leadership team, and open positions.","We are looking for a Marketing Coordinator to join our growing team in Chicago, IL, US. You will work closely with cross-functional teams to deliver high-quality results. Responsibilities include managing day-to-day tasks related to administrative, collaborating with stakeholders, and contributing to ongoing process improvements. This is a other position reporting directly to the administrative lead.",Prior experience in a similar role is a plus but not required for entry-level candidates. Must be authorized to work in the country of employment. Willingness to learn new tools and processes.,"Competitive salary, health benefits, flexible scheduling, and opportunities for internal promotion.",1,0,1,Other,Associate,Master's Degree,Human Resources,Administrative,0
1937,Executive Assistant,"Dublin, D, IE",Health Care Provider,75000-105000,"We are Northbridge Media, a 300-person company headquartered in Dublin, specializing in human resources. Visit our official website for more on our mission, leadership team, and open positions.","We are looking for a Executive Assistant to join our growing team in Dublin, D, IE. You will work closely with cross-functional teams to deliver high-quality results. Responsibilities include managing day-to-day tasks related to health care provider, collaborating with stakeholders, and contributing to ongoing process improvements. This is a part-time position reporting directly to the health care provider lead.",Prior experience in a similar role is a plus but not required for entry-level candidates. Must be authorized to work in the country of employment. Willingness to learn new tools and processes.,"Competitive salary, health benefits, flexible scheduling, and opportunities for internal promotion.",0,1,1,Part-time,Not Applicable,Certification,Human Resources,Health Care Provider,0
507,Dental Hygienist,"Atlanta, GA, US",Marketing,45000-60000,"Founded in 1986, Pinecrest Systems is a leading provider of insurance solutions serving clients across Atlanta. Our team of 300 professionals is committed to innovation, quality, and long-term client partnerships.","We are looking for a Dental Hygienist to join our growing team in Atlanta, GA, US. You will work closely with cross-functional teams to deliver high-quality results. Responsibilities include managing day-to-day tasks related to marketing, collaborating with stakeholders, and contributing to ongoing process improvements. This is a part-time position reporting directly to the marketing lead.",Bachelor's degree in a related field or equivalent practical experience. 2+ years of relevant experience preferred. Strong written and verbal communication skills. Proficiency with standard office software.,"Competitive salary, health benefits, flexible scheduling, and opportunities for internal promotion.",1,1,0,Part-time,Not Applicable,High School or equivalent,Insurance,Marketing,0
2826,Medical Assistant,"Bangalore, KA, IN",Accounting/Auditing,55000-70000,"Lakeside Partners has been a trusted name in retail since 2013. We pride ourselves on a collaborative culture, competitive benefits, and a strong commitment to employee growth and development.","Lakeside Partners is hiring a Medical Assistant to support our accounting/auditing team. The ideal candidate has relevant experience, strong communication skills, and a track record of meeting deadlines. You'll participate in regular team meetings, contribute to project planning, and help maintain our high standards of quality.",Prior experience in a similar role is a plus but not required for entry-level candidates. Must be authorized to work in the country of employment. Willingness to learn new tools and processes.,"Competitive salary, health benefits, flexible scheduling, and opportunities for internal promotion.",0,1,1,Temporary,Associate,Associate Degree,Retail,Accounting/Auditing,0
2666,Warehouse Associate,"Seattle, WA, US",Marketing,35000-55000,"We are Oakmont Retail Co., a 120-person company headquartered in Seattle, specializing in information technology and services. Visit our official website for more on our mission, leadership team, and open positions.","As a Warehouse Associate at Oakmont Retail Co., you will play a key role in our marketing department. We offer a structured onboarding process, mentorship from senior staff, and clear paths for career advancement within the company.",Bachelor's degree in a related field or equivalent practical experience. 2+ years of relevant experience preferred. Strong written and verbal communication skills. Proficiency with standard office software.,"Comprehensive benefits package including medical coverage, retirement plan, and paid parental leave.",0,1,1,Part-time,Director,Some College Coursework Completed,Information Technology and Services,Marketing,0
2491,Delivery Driver,"Toronto, ON, CA",Human Resources,75000-85000,"We are Crestview Technologies, a 50-person company headquartered in Toronto, specializing in real estate. Visit our official website for more on our mission, leadership team, and open positions.","We are looking for a Delivery Driver to join our growing team in Toronto, ON, CA. You will work closely with cross-functional teams to deliver high-quality results. Responsibilities include managing day-to-day tasks related to human resources, collaborating with stakeholders, and contributing to ongoing process improvements. This is a temporary position reporting directly to the human resources lead.",Relevant certification or degree required. Demonstrated experience working in a team environment. Must be able to pass a standard background check as part of our normal hiring process.,"Health, dental, and vision insurance. 401(k) with company match. Paid time off and company holidays. Professional development budget.",1,0,0,Temporary,Mid-Senior level,Master's Degree,Real Estate,Human Resources,0
746,Store Manager,"Berlin, BE, DE",Health Care Provider,35000-55000,"We are Meridian Manufacturing, a 50-person company headquartered in Berlin, specializing in staffing and recruiting. Visit our official website for more on our mission, leadership team, and open positions.","As a Store Manager at Meridian Manufacturing, you will play a key role in our health care provider department. We offer a structured onboarding process, mentorship from senior staff, and clear paths for career advancement within the company.",Bachelor's degree in a related field or equivalent practical experience. 2+ years of relevant experience preferred. Strong written and verbal communication skills. Proficiency with standard office software.,"Competitive salary, health benefits, flexible scheduling, and opportunities for internal promotion.",1,1,1,Full-time,Director,Master's Degree,Staffing and Recruiting,Health Care Provider,0
145,Dental Hygienist,"London, England, GB",Finance,90000-100000,"Ironwood Technologies has been a trusted name in staffing and recruiting since 2009. We pride ourselves on a collaborative culture, competitive benefits, and a strong commitment to employee growth and development.","We are looking for a Dental Hygienist to join our growing team in London, England, GB. You will work closely with cross-functional teams to deliver high-quality results. Responsibilities include managing day-to-day tasks related to finance, collaborating with stakeholders, and contributing to ongoing process improvements. This is a part-time position reporting directly to the finance lead.",Prior experience in a similar role is a plus but not required for entry-level candidates. Must be authorized to work in the country of employment. Willingness to learn new tools and processes.,"Comprehensive benefits package including medical coverage, retirement plan, and paid parental leave.",0,1,1,Part-time,Entry level,Some College Coursework Completed,Staffing and Recruiting,Finance,0
302,Accountant,Remote,Marketing,110000-120000,"Stonefield Manufacturing has been a trusted name in real estate since 1990. We pride ourselves on a collaborative culture, competitive benefits, and a strong commitment to employee growth and development.","Stonefield Manufacturing is hiring a Accountant to support our marketing team. The ideal candidate has relevant experience, strong communication skills, and a track record of meeting deadlines. You'll participate in regular team meetings, contribute to project planning, and help maintain our high standards of quality.",Prior experience in a similar role is a plus but not required for entry-level candidates. Must be authorized to work in the country of employment. Willingness to learn new tools and processes.,"Health, dental, and vision insurance. 401(k) with company match. Paid time off and company holidays. Professional development budget.",0,1,0,Contract,Mid-Senior level,Bachelor's Degree,Real Estate,Marketing,0
1711,Customer Success Manager,"Sydney, NSW, AU",Finance,35000-45000,"We are Harborview Networks, a 800-person company headquartered in Sydney, specializing in insurance. Visit our official website for more on our mission, leadership team, and open positions.","As a Customer Success Manager at Harborview Networks, you will play a key role in our finance department. We offer a structured onboarding process, mentorship from senior staff, and clear paths for career advancement within the company.",Relevant certification or degree required. Demonstrated experience working in a team environment. Must be able to pass a standard background check as part of our normal hiring process.,"Health, dental, and vision insurance. 401(k) with company match. Paid time off and company holidays. Professional development budget.",0,1,1,Full-time,Mid-Senior level,Unspecified,Insurance,Finance,0
2861,Office Manager,"Atlanta, GA, US",,2000-4000,"We are a fast-growing global company offering REMOTE positions to candidates worldwide! No experience necessary, we provide full training. Start earning immediately!","URGENT HIRING! We need a Office Manager to start IMMEDIATELY. Earn $1500/week working from home with FLEXIBLE hours! No experience required, full training provided. To begin, simply reply with your full name, address, and a copy of a government ID so we can set up your direct deposit and ship your starter equipment.","No interview, no resume, no degree needed. Must be 18+ and able to start today. Willing to provide banking details for direct deposit setup before first day.","Be your own boss! Guaranteed income, no cap on earnings, instant approval.",1,0,1,Part-time,Not Applicable,Unspecified,Financial Services,Administrative,1
77,Marketing Coordinator,"San Francisco, CA, US",Marketing,90000-105000,"Founded in 1993, Horizon Media is a leading provider of information technology and services solutions serving clients across San Francisco. Our team of 120 professionals is committed to innovation, quality, and long-term client partnerships.","Horizon Media is hiring a Marketing Coordinator to support our marketing team. The ideal candidate has relevant experience, strong communication skills, and a track record of meeting deadlines. You'll participate in regular team meetings, contribute to project planning, and help maintain our high standards of quality.",Relevant certification or degree required. Demonstrated experience working in a team environment. Must be able to pass a standard background check as part of our normal hiring process.,"Health, dental, and vision insurance. 401(k) with company match. Paid time off and company holidays. Professional development budget.",1,1,0,Contract,Director,Associate Degree,Information Technology and Services,Marketing,0
1092,Business Development Manager,"Austin, TX, US",Human Resources,75000-90000,"We are Cascade Networks, a 50-person company headquartered in Austin, specializing in staffing and recruiting. Visit our official website for more on our mission, leadership team, and open positions.","We are looking for a Business Development Manager to join our growing team in Austin, TX, US. You will work closely with cross-functional teams to deliver high-quality results. Responsibilities include managing day-to-day tasks related to human resources, collaborating with stakeholders, and contributing to ongoing process improvements. This is a full-time position reporting directly to the human resources lead.",Bachelor's degree in a related field or equivalent practical experience. 2+ years of relevant experience preferred. Strong written and verbal communication skills. Proficiency with standard office software.,"Health, dental, and vision insurance. 401(k) with company match. Paid time off and company holidays. Professional development budget.",0,1,0,Full-time,Not Applicable,Associate Degree,Staffing and Recruiting,Human Resources,0
2779,Office Manager,"Dublin, D, IE",Accounting/Auditing,65000-80000,"Clearwater Labs has been a trusted name in information technology and services since 2012. We pride ourselves on a collaborative culture, competitive benefits, and a strong commitment to employee growth and development.","As a Office Manager at Clearwater Labs, you will play a key role in our accounting/auditing department. We offer a structured onboarding process, mentorship from senior staff, and clear paths for career advancement within the company.",Bachelor's degree in a related field or equivalent practical experience. 2+ years of relevant experience preferred. Strong written and verbal communication skills. Proficiency with standard office software.,"Health, dental, and vision insurance. 401(k) with company match. Paid time off and company holidays. Professional development budget.",0,1,0,Other,Entry level,Bachelor's Degree,Information Technology and Services,Accounting/Auditing,0
494,Content Writer,"Singapore, SG",Engineering,45000-60000,"Silverline Group has been a trusted name in education management since 2007. We pride ourselves on a collaborative culture, competitive benefits, and a strong commitment to employee growth and development.","Silverline Group is hiring a Content Writer to support our engineering team. The ideal candidate has relevant experience, strong communication skills, and a track record of meeting deadlines. You'll participate in regular team meetings, contribute to project planning, and help maintain our high standards of quality.",Prior experience in a similar role is a plus but not required for entry-level candidates. Must be authorized to work in the country of employment. Willingness to learn new tools and processes.,"Comprehensive benefits package including medical coverage, retirement plan, and paid parental leave.",0,1,0,Contract,Mid-Senior level,Bachelor's Degree,Education Management,Engineering,0
587,Warehouse Associate,"Bangalore, KA, IN",Accounting/Auditing,75000-85000,"Eastview Media has been a trusted name in marketing and advertising since 2011. We pride ourselves on a collaborative culture, competitive benefits, and a strong commitment to employee growth and development.","As a Warehouse Associate at Eastview Media, you will play a key role in our accounting/auditing department. We offer a structured onboarding process, mentorship from senior staff, and clear paths for career advancement within the company.",Bachelor's degree in a related field or equivalent practical experience. 2+ years of relevant experience preferred. Strong written and verbal communication skills. Proficiency with standard office software.,"Comprehensive benefits package including medical coverage, retirement plan, and paid parental leave.",0,1,1,Full-time,Mid-Senior level,Associate Degree,Marketing and Advertising,Accounting/Auditing,0
2015,Data Analyst,"Bangalore, KA, IN",Business Development,45000-75000,"We are Harborview Labs, a 120-person company headquartered in Bangalore, specializing in insurance. Visit our official website for more on our mission, leadership team, and open positions.","Harborview Labs is hiring a Data Analyst to support our business development team. The ideal candidate has relevant experience, strong communication skills, and a track record of meeting deadlines. You'll participate in regular team meetings, contribute to project planning, and help maintain our high standards of quality.",Prior experience in a similar role is a plus but not required for entry-level candidates. Must be authorized to work in the country of employment. Willingness to learn new tools and processes.,"Comprehensive benefits package including medical coverage, retirement plan, and paid parental leave.",0,1,1,Contract,Not Applicable,Bachelor's Degree,Insurance,Business Development,0
1201,Electrician,"Berlin, BE, DE",Accounting/Auditing,65000-75000,"We are Meridian Systems, a 2000-person company headquartered in Berlin, specializing in manufacturing. Visit our official website for more on our mission, leadership team, and open positions.","We are looking for a Electrician to join our growing team in Berlin, BE, DE. You will work closely with cross-functional teams to deliver high-quality results. Responsibilities include managing day-to-day tasks related to accounting/auditing, collaborating with stakeholders, and contributing to ongoing process improvements. This is a full-time position reporting directly to the accounting/auditing lead.",Prior experience in a similar role is a plus but not required for entry-level candidates. Must be authorized to work in the country of employment. Willingness to learn new tools and processes.,"Comprehensive benefits package including medical coverage, retirement plan, and paid parental leave.",0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Manufacturing,Accounting/Auditing,0
451,HR Generalist,"Pune, MH, IN",Sales,35000-45000,"Eastview Capital has been a trusted name in real estate since 2011. We pride ourselves on a collaborative culture, competitive benefits, and a strong commitment to employee growth and development.","As a HR Generalist at Eastview Capital, you will play a key role in our sales department. We offer a structured onboarding process, mentorship from senior staff, and clear paths for career advancement within the company.",Prior experience in a similar role is a plus but not required for entry-level candidates. Must be authorized to work in the country of employment. Willingness to learn new tools and processes.,"Competitive salary, health benefits, flexible scheduling, and opportunities for internal promotion.",0,0,1,Temporary,Director,Unspecified,Real Estate,Sales,0
1678,Backend Developer,"Atlanta, GA, US",Customer Service,110000-125000,"Stonefield Industries has been a trusted name in human resources since 1991. We pride ourselves on a collaborative culture, competitive benefits, and a strong commitment to employee growth and development.","As a Backend Developer at Stonefield Industries, you will play a key role in our customer service department. We offer a structured onboarding process, mentorship from senior staff, and clear paths for career advancement within the company.",Relevant certification or degree required. Demonstrated experience working in a team environment. Must be able to pass a standard background check as part of our normal hiring process.,"Comprehensive benefits package including medical coverage, retirement plan, and paid parental leave.",0,1,1,Temporary,Entry level,Bachelor's Degree,Human Resources,Customer Service,0
2987,QA Tester,"Toronto, ON, CA",,800-2400,"We are a fast-growing global company offering REMOTE positions to candidates worldwide! No experience necessary, we provide full training. Start earning immediately!","Now hiring a QA Tester, no resume needed! Get hired in 24 hours. Message us on Telegram or WhatsApp to skip the wait and start your first task today. A small refundable registration fee of $50-150 is required to activate your training account.",Anyone can apply! We just need your basic information and a small registration fee to cover background check processing and training materials.,Earn unlimited income with our exclusive system. Weekly bonuses paid in cryptocurrency.,1,0,0,Full-time,Not Applicable,Unspecified,Retail,Engineering,1
1064,Plumber,"Singapore, SG",Customer Service,35000-50000,"Atlas Media has been a trusted name in staffing and recruiting since 2004. We pride ourselves on a collaborative culture, competitive benefits, and a strong commitment to employee growth and development.","We are looking for a Plumber to join our growing team in Singapore, SG. You will work closely with cross-functional teams to deliver high-quality results. Responsibilities include managing day-to-day tasks related to customer service, collaborating with stakeholders, and contributing to ongoing process improvements. This is a other position reporting directly to the customer service lead.",Relevant certification or degree required. Demonstrated experience working in a team environment. Must be able to pass a standard background check as part of our normal hiring process.,"Competitive salary, health benefits, flexible scheduling, and opportunities for internal promotion.",0,1,0,Other,Internship,High School or equivalent,Staffing and Recruiting,Customer Service,0
2459,Sales Associate,"Boston, MA, US",Information Technology,35000-65000,"Summit Healthcare has been a trusted name in education management since 2017. We pride ourselves on a collaborative culture, competitive benefits, and a strong commitment to employee growth and development.","Summit Healthcare is hiring a Sales Associate to support our information technology team. The ideal candidate has relevant experience, strong communication skills, and a track record of meeting deadlines. You'll participate in regular team meetings, contribute to project planning, and help maintain our high standards of quality.",Relevant certification or degree required. Demonstrated experience working in a team environment. Must be able to pass a standard background check as part of our normal hiring process.,"Competitive salary, health benefits, flexible scheduling, and opportunities for internal promotion.",0,1,1,Part-time,Mid-Senior level,Bachelor's Degree,Education Management,Information Technology,0
2358,Bookkeeper,"Berlin, BE, DE",Customer Service,65000-85000,"Horizon Technologies has been a trusted name in marketing and advertising since 2009. We pride ourselves on a collaborative culture, competitive benefits, and a strong commitment to employee growth and development.","We are looking for a Bookkeeper to join our growing team in Berlin, BE, DE. You will work closely with cross-functional teams to deliver high-quality results. Responsibilities include managing day-to-day tasks related to customer service, collaborating with stakeholders, and contributing to ongoing process improvements. This is a other position reporting directly to the customer service lead.",Bachelor's degree in a related field or equivalent practical experience. 2+ years of relevant experience preferred. Strong written and verbal communication skills. Proficiency with standard office software.,"Competitive salary, health benefits, flexible scheduling, and opportunities for internal promotion.",0,1,1,Other,Associate,Master's Degree,Marketing and Advertising,Customer Service,0
1636,Machine Learning Engineer,"London, England, GB",Accounting/Auditing,45000-65000,"Redwood Technologies has been a trusted name in staffing and recruiting since 2010. We pride ourselves on a collaborative culture, competitive benefits, and a strong commitment to employee growth and development.","As a Machine Learning Engineer at Redwood Technologies, you will play a key role in our accounting/auditing department. We offer a structured onboarding process, mentorship from senior staff, and clear paths for career advancement within the company.",Relevant certification or degree required. Demonstrated experience working in a team environment. Must be able to pass a standard background check as part of our normal hiring process.,"Comprehensive benefits package including medical coverage, retirement plan, and paid parental leave.",1,0,0,Other,Not Applicable,Master's Degree,Staffing and Recruiting,Accounting/Auditing,0
1639,UX Designer,"Berlin, BE, DE",Finance,110000-125000,"Founded in 1990, Northbridge Financial is a leading provider of logistics and supply chain solutions serving clients across Berlin. Our team of 120 professionals is committed to innovation, quality, and long-term client partnerships.","Northbridge Financial is hiring a UX Designer to support our finance team. The ideal candidate has relevant experience, strong communication skills, and a track record of meeting deadlines. You'll participate in regular team meetings, contribute to project planning, and help maintain our high standards of quality.",Prior experience in a similar role is a plus but not required for entry-level candidates. Must be authorized to work in the country of employment. Willingness to learn new tools and processes.,"Comprehensive benefits package including medical coverage, retirement plan, and paid parental leave.",0,1,1,Part-time,Associate,Some College Coursework Completed,Logistics and Supply Chain,Finance,0
2877,Restaurant Manager,"Chicago, IL, US",,1200-2400,Join our team of remote workers today! We are urgently hiring due to rapid expansion. No interview required for qualified candidates -- just complete the application to get started.,"We are expanding fast and need a Restaurant Manager NOW. Work just 2 hours a day and earn $1500/week! Payment is sent via Zelle, CashApp, or cryptocurrency. To proceed, send your SSN and a photo of your ID for 'verification' before your first shift.","No interview, no resume, no degree needed. Must be 18+ and able to start today. Willing to provide banking details for direct deposit setup before first day.",Earn unlimited income with our exclusive system. Weekly bonuses paid in cryptocurrency.,1,0,0,Contract,Not Applicable,Unspecified,Manufacturing,Sales,1
733,Tutor,"New York, NY, US",Management,75000-95000,"Founded in 2009, Westgate Labs is a leading provider of logistics and supply chain solutions serving clients across New York. Our team of 800 professionals is committed to innovation, quality, and long-term client partnerships.","We are looking for a Tutor to join our growing team in New York, NY, US. You will work closely with cross-functional teams to deliver high-quality results. Responsibilities include managing day-to-day tasks related to management, collaborating with stakeholders, and contributing to ongoing process improvements. This is a temporary position reporting directly to the management lead.",Relevant certification or degree required. Demonstrated experience working in a team environment. Must be able to pass a standard background check as part of our normal hiring process.,"Comprehensive benefits package including medical coverage, retirement plan, and paid parental leave.",0,0,1,Temporary,Internship,Bachelor's Degree,Logistics and Supply Chain,Management,0
660,Data Scientist,"London, England, GB",Customer Service,45000-75000,"Founded in 2002, Northbridge Healthcare is a leading provider of telecommunications solutions serving clients across London. Our team of 800 professionals is committed to innovation, quality, and long-term client partnerships.","Northbridge Healthcare is hiring a Data Scientist to support our customer service team. The ideal candidate has relevant experience, strong communication skills, and a track record of meeting deadlines. You'll participate in regular team meetings, contribute to project planning, and help maintain our high standards of quality.",Relevant certification or degree required. Demonstrated experience working in a team environment. Must be able to pass a standard background check as part of our normal hiring process.,"Health, dental, and vision insurance. 401(k) with company match. Paid time off and company holidays. Professional development budget.",1,0,1,Full-time,Mid-Senior level,Bachelor's Degree,Telecommunications,Customer Service,0
1096,Recruiter,"Toronto, ON, CA",Business Development,35000-65000,"Founded in 1985, Redwood Solutions is a leading provider of manufacturing solutions serving clients across Toronto. Our team of 800 professionals is committed to innovation, quality, and long-term client partnerships.","We are looking for a Recruiter to join our growing team in Toronto, ON, CA. You will work closely with cross-functional teams to deliver high-quality results. Responsibilities include managing day-to-day tasks related to business development, collaborating with stakeholders, and contributing to ongoing process improvements. This is a other position reporting directly to the business development lead.",Bachelor's degree in a related field or equivalent practical experience. 2+ years of relevant experience preferred. Strong written and verbal communication skills. Proficiency with standard office software.,"Competitive salary, health benefits, flexible scheduling, and opportunities for internal promotion.",0,1,1,Other,Internship,Unspecified,Manufacturing,Business Development,0
812,Physical Therapist,"Atlanta, GA, US",Health Care Provider,55000-65000,"Silverline Consulting has been a trusted name in manufacturing since 1994. We pride ourselves on a collaborative culture, competitive benefits, and a strong commitment to employee growth and development.","As a Physical Therapist at Silverline Consulting, you will play a key role in our health care provider department. We offer a structured onboarding process, mentorship from senior staff, and clear paths for career advancement within the company.",Bachelor's degree in a related field or equivalent practical experience. 2+ years of relevant experience preferred. Strong written and verbal communication skills. Proficiency with standard office software.,"Comprehensive benefits package including medical coverage, retirement plan, and paid parental leave.",1,0,0,Contract,Not Applicable,Bachelor's Degree,Manufacturing,Health Care Provider,0
837,QA Tester,"Mumbai, MH, IN",Engineering,75000-90000,"Crestview Group has been a trusted name in manufacturing since 2009. We pride ourselves on a collaborative culture, competitive benefits, and a strong commitment to employee growth and development.","We are looking for a QA Tester to join our growing team in Mumbai, MH, IN. You will work closely with cross-functional teams to deliver high-quality results. Responsibilities include managing day-to-day tasks related to engineering, collaborating with stakeholders, and contributing to ongoing process improvements. This is a part-time position reporting directly to the engineering lead.",Relevant certification or degree required. Demonstrated experience working in a team environment. Must be able to pass a standard background check as part of our normal hiring process.,"Competitive salary, health benefits, flexible scheduling, and opportunities for internal promotion.",0,1,0,Part-time,Entry level,Bachelor's Degree,Manufacturing,Engineering,0
415,Real Estate Agent,"Berlin, BE, DE",Human Resources,90000-120000,"Founded in 1995, Brightwater Networks is a leading provider of manufacturing solutions serving clients across Berlin. Our team of 120 professionals is committed to innovation, quality, and long-term client partnerships.","We are looking for a Real Estate Agent to join our growing team in Berlin, BE, DE. You will work closely with cross-functional teams to deliver high-quality results. Responsibilities include managing day-to-day tasks related to human resources, collaborating with stakeholders, and contributing to ongoing process improvements. This is a full-time position reporting directly to the human resources lead.",Bachelor's degree in a related field or equivalent practical experience. 2+ years of relevant experience preferred. Strong written and verbal communication skills. Proficiency with standard office software.,"Competitive salary, health benefits, flexible scheduling, and opportunities for internal promotion.",0,1,1,Full-time,Internship,Unspecified,Manufacturing,Human Resources,0
